node,device_type,timestamp,V,I,P,Q,kwh
node1,residential,2025-01-04 15:15:00,229.83,0.002,0.45,0.21,0.1128
node1,residential,2025-01-04 15:30:00,228.05,0.001,0.25,0.1,0.0614
node1,residential,2025-01-04 15:45:00,222.61,0.002,0.46,0.21,0.1138
node1,residential,2025-01-04 16:00:00,228.15,0.001,0.28,0.19,0.0697
node1,residential,2025-01-04 16:15:00,222.13,0.002,0.38,0.19,0.0951
node1,residential,2025-01-04 16:30:00,230.71,0.002,0.45,0.2,0.1132
node1,residential,2025-01-04 16:45:00,231.03,0.001,0.2,0.1,0.0503
node1,residential,2025-01-04 17:00:00,228.08,0.001,0.2,0.09,0.051
node1,residential,2025-01-04 17:15:00,236.93,0.002,0.46,0.25,0.1157
node1,residential,2025-01-04 17:30:00,237.53,0.002,0.45,0.22,0.1129
node1,residential,2025-01-04 17:45:00,231.86,0.002,0.42,0.22,0.1051
node1,residential,2025-01-04 18:00:00,225.33,0.006,1.35,0.63,0.3366
node1,residential,2025-01-04 18:15:00,224.6,0.005,1.16,0.57,0.2907
node1,residential,2025-01-04 18:30:00,219.67,0.005,1.05,0.5,0.2626
node1,residential,2025-01-04 18:45:00,227.93,0.004,0.91,0.42,0.2276
node1,residential,2025-01-04 19:00:00,235.56,0.004,0.95,0.45,0.2387
node1,residential,2025-01-04 19:15:00,227.07,0.005,1.1,0.58,0.2745
node1,residential,2025-01-04 19:30:00,235.56,0.005,1.08,0.51,0.27
node1,residential,2025-01-04 19:45:00,239.13,0.005,1.25,0.62,0.3128
node1,residential,2025-01-04 20:00:00,221.83,0.006,1.37,0.65,0.3417
node1,residential,2025-01-04 20:15:00,222.6,0.006,1.38,0.71,0.3449
node1,residential,2025-01-04 20:30:00,234.94,0.005,1.14,0.54,0.2862
node1,residential,2025-01-04 20:45:00,235.32,0.006,1.46,0.67,0.3644
node1,residential,2025-01-04 21:00:00,219.28,0.005,1.01,0.46,0.2523
node1,residential,2025-01-04 21:15:00,224.67,0.006,1.46,0.67,0.3649
node1,residential,2025-01-04 21:30:00,224.73,0.004,0.97,0.45,0.2419
node1,residential,2025-01-04 21:45:00,229.64,0.006,1.34,0.69,0.3362
node1,residential,2025-01-04 22:00:00,231.99,0.001,0.23,0.1,0.0587
node1,residential,2025-01-04 22:15:00,230.55,0.002,0.39,0.22,0.0975
node1,residential,2025-01-04 22:30:00,221.3,0.001,0.31,0.18,0.0778
node1,residential,2025-01-04 22:45:00,233.49,0.001,0.3,0.13,0.075
node1,residential,2025-01-04 23:00:00,225.25,0.001,0.28,0.13,0.0688
node1,residential,2025-01-04 23:15:00,233.62,0.001,0.3,0.15,0.076
node1,residential,2025-01-04 23:30:00,219.2,0.001,0.29,0.14,0.0724
node1,residential,2025-01-04 23:45:00,234.24,0.002,0.48,0.23,0.1194
node1,residential,2025-01-05 00:00:00,223.63,0.002,0.48,0.26,0.1197
node1,residential,2025-01-05 00:15:00,239.41,0.001,0.26,0.13,0.0647
node1,residential,2025-01-05 00:30:00,228.73,0.001,0.33,0.16,0.082
node1,residential,2025-01-05 00:45:00,226.65,0.002,0.44,0.25,0.1098
node1,residential,2025-01-05 01:00:00,224.0,0.001,0.27,0.16,0.0684
node1,residential,2025-01-05 01:15:00,226.12,0.002,0.41,0.2,0.1022
node1,residential,2025-01-05 01:30:00,227.56,0.002,0.47,0.21,0.1182
node1,residential,2025-01-05 01:45:00,226.92,0.002,0.46,0.24,0.1162
node1,residential,2025-01-05 02:00:00,219.19,0.001,0.28,0.16,0.0705
node1,residential,2025-01-05 02:15:00,241.45,0.001,0.24,0.16,0.0602
node1,residential,2025-01-05 02:30:00,222.3,0.002,0.33,0.17,0.0835
node1,residential,2025-01-05 02:45:00,235.64,0.002,0.44,0.21,0.1101
node1,residential,2025-01-05 03:00:00,218.52,0.002,0.47,0.25,0.1166
node1,residential,2025-01-05 03:15:00,224.16,0.001,0.31,0.14,0.0778
node1,residential,2025-01-05 03:30:00,241.32,0.002,0.43,0.18,0.1075
node1,residential,2025-01-05 03:45:00,233.57,0.001,0.35,0.21,0.0868
node1,residential,2025-01-05 04:00:00,238.9,0.001,0.31,0.15,0.0779
node1,residential,2025-01-05 04:15:00,218.93,0.001,0.25,0.11,0.0637
node1,residential,2025-01-05 04:30:00,224.54,0.001,0.3,0.12,0.0742
node1,residential,2025-01-05 04:45:00,219.64,0.002,0.33,0.14,0.0825
node1,residential,2025-01-05 05:00:00,233.74,0.002,0.36,0.18,0.0902
node1,residential,2025-01-05 05:15:00,235.36,0.002,0.39,0.18,0.0965
node1,residential,2025-01-05 05:30:00,222.73,0.002,0.45,0.25,0.1129
node1,residential,2025-01-05 05:45:00,222.51,0.002,0.35,0.17,0.0868
node1,residential,2025-01-05 06:00:00,219.17,0.004,0.88,0.43,0.221
node1,residential,2025-01-05 06:15:00,240.11,0.004,0.94,0.48,0.2358
node1,residential,2025-01-05 06:30:00,229.41,0.005,1.19,0.56,0.2976
node1,residential,2025-01-05 06:45:00,221.86,0.005,1.13,0.58,0.2818
node1,residential,2025-01-05 07:00:00,225.21,0.005,1.14,0.56,0.2842
node1,residential,2025-01-05 07:15:00,238.13,0.004,1.03,0.53,0.2577
node1,residential,2025-01-05 07:30:00,231.83,0.005,1.17,0.57,0.2925
node1,residential,2025-01-05 07:45:00,241.29,0.004,1.01,0.49,0.2516
node1,residential,2025-01-05 08:00:00,223.01,0.005,1.08,0.52,0.2711
node1,residential,2025-01-05 08:15:00,234.16,0.004,0.99,0.48,0.2479
node1,residential,2025-01-05 08:30:00,237.17,0.005,1.1,0.52,0.2762
node1,residential,2025-01-05 08:45:00,234.82,0.005,1.08,0.51,0.2696
node1,residential,2025-01-05 09:00:00,233.93,0.001,0.33,0.18,0.0836
node1,residential,2025-01-05 09:15:00,221.39,0.002,0.38,0.17,0.0949
node1,residential,2025-01-05 09:30:00,220.21,0.002,0.48,0.22,0.1208
node1,residential,2025-01-05 09:45:00,239.98,0.001,0.27,0.16,0.067
node1,residential,2025-01-05 10:00:00,225.45,0.001,0.24,0.12,0.0599
node1,residential,2025-01-05 10:15:00,223.94,0.001,0.31,0.16,0.0769
node1,residential,2025-01-05 10:30:00,237.4,0.001,0.22,0.09,0.0561
node1,residential,2025-01-05 10:45:00,220.4,0.001,0.3,0.15,0.0751
node1,residential,2025-01-05 11:00:00,235.01,0.002,0.37,0.19,0.0913
node1,residential,2025-01-05 11:15:00,241.11,0.002,0.37,0.16,0.0925
node1,residential,2025-01-05 11:30:00,223.16,0.001,0.21,0.12,0.0528
node1,residential,2025-01-05 11:45:00,231.81,0.002,0.48,0.26,0.1202
node1,residential,2025-01-05 12:00:00,224.84,0.001,0.22,0.11,0.0549
node1,residential,2025-01-05 12:15:00,228.67,0.002,0.48,0.22,0.1199
node1,residential,2025-01-05 12:30:00,240.33,0.002,0.47,0.21,0.1168
node1,residential,2025-01-05 12:45:00,227.25,0.002,0.35,0.18,0.0876
node1,residential,2025-01-05 13:00:00,222.2,0.001,0.27,0.11,0.0665
node1,residential,2025-01-05 13:15:00,224.18,0.001,0.33,0.15,0.0826
node1,residential,2025-01-05 13:30:00,233.46,0.001,0.21,0.12,0.0513
node1,residential,2025-01-05 13:45:00,220.87,0.001,0.23,0.1,0.0587
node1,residential,2025-01-05 14:00:00,236.51,0.001,0.22,0.13,0.0543
node1,residential,2025-01-05 14:15:00,234.07,0.001,0.33,0.18,0.0822
node1,residential,2025-01-05 14:30:00,220.17,0.002,0.38,0.2,0.0951
node1,residential,2025-01-05 14:45:00,224.15,0.002,0.47,0.23,0.1164
node1,residential,2025-01-05 15:00:00,218.73,0.002,0.35,0.18,0.087
node1,residential,2025-01-05 15:15:00,221.49,0.001,0.33,0.14,0.0816
node1,residential,2025-01-05 15:30:00,229.0,0.002,0.46,0.23,0.1145
node1,residential,2025-01-05 15:45:00,222.45,0.001,0.25,0.16,0.0628
node1,residential,2025-01-05 16:00:00,219.6,0.002,0.49,0.24,0.1218
node1,residential,2025-01-05 16:15:00,238.14,0.002,0.37,0.17,0.0926
node1,residential,2025-01-05 16:30:00,225.15,0.002,0.5,0.26,0.1249
node1,residential,2025-01-05 16:45:00,234.75,0.001,0.27,0.14,0.0687
node1,residential,2025-01-05 17:00:00,225.96,0.001,0.21,0.05,0.0523
node1,residential,2025-01-05 17:15:00,229.02,0.002,0.39,0.17,0.0986
node1,residential,2025-01-05 17:30:00,234.35,0.001,0.25,0.14,0.0628
node1,residential,2025-01-05 17:45:00,222.99,0.002,0.5,0.23,0.1238
node1,residential,2025-01-05 18:00:00,235.37,0.004,0.97,0.5,0.2433
node1,residential,2025-01-05 18:15:00,223.44,0.006,1.37,0.65,0.343
node1,residential,2025-01-05 18:30:00,234.61,0.005,1.17,0.56,0.2917
node1,residential,2025-01-05 18:45:00,222.91,0.006,1.3,0.66,0.3261
node1,residential,2025-01-05 19:00:00,223.02,0.006,1.23,0.61,0.3069
node1,residential,2025-01-05 19:15:00,239.55,0.005,1.21,0.59,0.3031
node1,residential,2025-01-05 19:30:00,233.4,0.005,1.19,0.55,0.2982
node1,residential,2025-01-05 19:45:00,227.54,0.006,1.33,0.66,0.3336
node1,residential,2025-01-05 20:00:00,221.52,0.006,1.32,0.66,0.3308
node1,residential,2025-01-05 20:15:00,233.75,0.004,1.0,0.51,0.2509
node1,residential,2025-01-05 20:30:00,232.93,0.006,1.35,0.67,0.3368
node1,residential,2025-01-05 20:45:00,226.51,0.006,1.26,0.67,0.3159
node1,residential,2025-01-05 21:00:00,240.99,0.004,0.95,0.44,0.2365
node1,residential,2025-01-05 21:15:00,237.18,0.006,1.33,0.64,0.3327
node1,residential,2025-01-05 21:30:00,228.42,0.006,1.43,0.7,0.3583
node1,residential,2025-01-05 21:45:00,231.25,0.006,1.48,0.74,0.3688
node1,residential,2025-01-05 22:00:00,240.4,0.002,0.37,0.17,0.0925
node1,residential,2025-01-05 22:15:00,221.71,0.002,0.43,0.2,0.107
node1,residential,2025-01-05 22:30:00,232.17,0.001,0.27,0.13,0.0672
node1,residential,2025-01-05 22:45:00,220.92,0.002,0.37,0.16,0.0933
node1,residential,2025-01-05 23:00:00,220.35,0.002,0.46,0.21,0.114
node1,residential,2025-01-05 23:15:00,237.1,0.002,0.44,0.23,0.1108
node1,residential,2025-01-05 23:30:00,234.49,0.002,0.44,0.23,0.1107
node1,residential,2025-01-05 23:45:00,230.19,0.002,0.37,0.19,0.0936
node1,residential,2025-01-06 00:00:00,230.9,0.001,0.29,0.09,0.0716
node1,residential,2025-01-06 00:15:00,236.73,0.002,0.48,0.21,0.119
node1,residential,2025-01-06 00:30:00,239.81,0.001,0.32,0.14,0.0804
node1,residential,2025-01-06 00:45:00,230.54,0.002,0.49,0.26,0.1227
node1,residential,2025-01-06 01:00:00,230.11,0.002,0.4,0.17,0.0992
node1,residential,2025-01-06 01:15:00,236.96,0.002,0.41,0.21,0.1032
node1,residential,2025-01-06 01:30:00,240.98,0.001,0.3,0.17,0.0757
node1,residential,2025-01-06 01:45:00,236.98,0.002,0.49,0.25,0.1219
node1,residential,2025-01-06 02:00:00,239.27,0.001,0.28,0.13,0.0695
node1,residential,2025-01-06 02:15:00,223.99,0.001,0.23,0.11,0.0565
node1,residential,2025-01-06 02:30:00,238.5,0.002,0.46,0.23,0.1138
node1,residential,2025-01-06 02:45:00,230.99,0.001,0.29,0.14,0.0734
node1,residential,2025-01-06 03:00:00,226.42,0.002,0.44,0.23,0.1089
node1,residential,2025-01-06 03:15:00,229.4,0.002,0.42,0.2,0.105
node1,residential,2025-01-06 03:30:00,228.06,0.001,0.23,0.09,0.0571
node1,residential,2025-01-06 03:45:00,226.29,0.002,0.47,0.22,0.1164
node1,residential,2025-01-06 04:00:00,219.39,0.002,0.49,0.21,0.1219
node1,residential,2025-01-06 04:15:00,235.4,0.001,0.27,0.17,0.0668
node1,residential,2025-01-06 04:30:00,230.79,0.002,0.39,0.17,0.0983
node1,residential,2025-01-06 04:45:00,224.96,0.002,0.46,0.27,0.1156
node1,residential,2025-01-06 05:00:00,219.85,0.002,0.4,0.21,0.1005
node1,residential,2025-01-06 05:15:00,237.99,0.001,0.32,0.16,0.0788
node1,residential,2025-01-06 05:30:00,232.77,0.001,0.26,0.15,0.0639
node1,residential,2025-01-06 05:45:00,228.33,0.001,0.28,0.16,0.0691
node1,residential,2025-01-06 06:00:00,231.87,0.005,1.06,0.52,0.2649
node1,residential,2025-01-06 06:15:00,228.61,0.004,1.02,0.49,0.255
node1,residential,2025-01-06 06:30:00,231.0,0.005,1.15,0.56,0.2863
node1,residential,2025-01-06 06:45:00,222.64,0.005,1.12,0.53,0.2796
node1,residential,2025-01-06 07:00:00,222.49,0.005,1.17,0.56,0.2935
node1,residential,2025-01-06 07:15:00,241.19,0.005,1.16,0.54,0.2897
node1,residential,2025-01-06 07:30:00,227.78,0.004,0.9,0.44,0.2258
node1,residential,2025-01-06 07:45:00,220.45,0.005,1.17,0.59,0.2921
node1,residential,2025-01-06 08:00:00,233.28,0.004,0.99,0.51,0.2486
node1,residential,2025-01-06 08:15:00,222.83,0.005,1.12,0.58,0.2805
node1,residential,2025-01-06 08:30:00,221.01,0.005,1.07,0.52,0.2679
node1,residential,2025-01-06 08:45:00,231.62,0.004,0.83,0.44,0.2073
node1,residential,2025-01-06 09:00:00,226.24,0.001,0.22,0.11,0.0546
node1,residential,2025-01-06 09:15:00,222.83,0.002,0.45,0.21,0.1128
node1,residential,2025-01-06 09:30:00,231.33,0.002,0.47,0.23,0.1164
node1,residential,2025-01-06 09:45:00,224.73,0.001,0.28,0.11,0.0706
node1,residential,2025-01-06 10:00:00,219.24,0.001,0.31,0.15,0.0786
node1,residential,2025-01-06 10:15:00,222.27,0.002,0.44,0.21,0.1108
node1,residential,2025-01-06 10:30:00,223.57,0.002,0.38,0.16,0.095
node1,residential,2025-01-06 10:45:00,235.51,0.001,0.28,0.16,0.0702
node1,residential,2025-01-06 11:00:00,233.87,0.001,0.2,0.07,0.0501
node1,residential,2025-01-06 11:15:00,224.86,0.001,0.31,0.14,0.0766
node1,residential,2025-01-06 11:30:00,232.3,0.002,0.38,0.17,0.0958
node1,residential,2025-01-06 11:45:00,232.25,0.002,0.42,0.22,0.1058
node1,residential,2025-01-06 12:00:00,222.93,0.002,0.44,0.2,0.111
node1,residential,2025-01-06 12:15:00,226.4,0.002,0.44,0.22,0.1104
node1,residential,2025-01-06 12:30:00,220.67,0.002,0.47,0.2,0.1169
node1,residential,2025-01-06 12:45:00,237.13,0.001,0.23,0.14,0.0582
node1,residential,2025-01-06 13:00:00,240.0,0.001,0.27,0.14,0.0676
node1,residential,2025-01-06 13:15:00,236.47,0.001,0.35,0.18,0.0871
node1,residential,2025-01-06 13:30:00,221.82,0.001,0.22,0.09,0.0548
node1,residential,2025-01-06 13:45:00,233.39,0.001,0.28,0.14,0.0705
node1,residential,2025-01-06 14:00:00,238.57,0.002,0.39,0.2,0.0987
node1,residential,2025-01-06 14:15:00,231.43,0.001,0.2,0.09,0.0502
node1,residential,2025-01-06 14:30:00,240.13,0.002,0.38,0.19,0.0959
node1,residential,2025-01-06 14:45:00,223.14,0.002,0.46,0.25,0.1146
node1,residential,2025-01-06 15:00:00,234.92,0.001,0.25,0.15,0.0635
node1,residential,2025-01-06 15:15:00,224.38,0.001,0.27,0.17,0.0686
node1,residential,2025-01-06 15:30:00,236.95,0.002,0.49,0.24,0.1233
node1,residential,2025-01-06 15:45:00,235.22,0.001,0.33,0.15,0.0836
node1,residential,2025-01-06 16:00:00,223.13,0.002,0.46,0.25,0.1143
node1,residential,2025-01-06 16:15:00,231.22,0.002,0.5,0.24,0.1242
node1,residential,2025-01-06 16:30:00,237.06,0.001,0.25,0.11,0.063
node1,residential,2025-01-06 16:45:00,223.64,0.001,0.21,0.1,0.052
node1,residential,2025-01-06 17:00:00,226.8,0.002,0.38,0.17,0.0949
node1,residential,2025-01-06 17:15:00,229.81,0.001,0.22,0.11,0.0562
node1,residential,2025-01-06 17:30:00,223.57,0.002,0.36,0.15,0.0908
node1,residential,2025-01-06 17:45:00,220.96,0.002,0.49,0.23,0.1223
node1,residential,2025-01-06 18:00:00,219.43,0.006,1.22,0.62,0.3044
node1,residential,2025-01-06 18:15:00,230.91,0.006,1.49,0.73,0.3736
node1,residential,2025-01-06 18:30:00,231.64,0.005,1.06,0.54,0.2662
node1,residential,2025-01-06 18:45:00,240.27,0.006,1.43,0.69,0.3583
node1,residential,2025-01-06 19:00:00,238.25,0.004,1.04,0.48,0.261
node1,residential,2025-01-06 19:15:00,219.41,0.004,0.91,0.43,0.2272
node1,residential,2025-01-06 19:30:00,232.28,0.006,1.32,0.63,0.3305
node1,residential,2025-01-06 19:45:00,237.88,0.005,1.29,0.61,0.3223
node1,residential,2025-01-06 20:00:00,237.33,0.006,1.43,0.7,0.3579
node1,residential,2025-01-06 20:15:00,232.88,0.006,1.4,0.69,0.3488
node1,residential,2025-01-06 20:30:00,226.73,0.005,1.05,0.51,0.2626
node1,residential,2025-01-06 20:45:00,223.6,0.005,1.04,0.49,0.2606
node1,residential,2025-01-06 21:00:00,226.25,0.006,1.45,0.7,0.3635
node1,residential,2025-01-06 21:15:00,227.71,0.004,0.98,0.45,0.2443
node1,residential,2025-01-06 21:30:00,226.88,0.004,0.93,0.47,0.2317
node1,residential,2025-01-06 21:45:00,227.3,0.006,1.37,0.65,0.3413
node1,residential,2025-01-06 22:00:00,223.68,0.001,0.32,0.16,0.0811
node1,residential,2025-01-06 22:15:00,233.12,0.001,0.28,0.13,0.0705
node1,residential,2025-01-06 22:30:00,218.68,0.002,0.44,0.22,0.1097
node1,residential,2025-01-06 22:45:00,221.23,0.001,0.25,0.13,0.0618
node1,residential,2025-01-06 23:00:00,239.56,0.002,0.44,0.24,0.1096
node1,residential,2025-01-06 23:15:00,224.57,0.001,0.28,0.13,0.0696
node1,residential,2025-01-06 23:30:00,231.13,0.001,0.25,0.13,0.0618
node1,residential,2025-01-06 23:45:00,235.98,0.002,0.38,0.17,0.0938
node1,residential,2025-01-07 00:00:00,229.28,0.001,0.21,0.11,0.0517
node1,residential,2025-01-07 00:15:00,233.78,0.001,0.28,0.14,0.0701
node1,residential,2025-01-07 00:30:00,229.86,0.002,0.42,0.25,0.1061
node1,residential,2025-01-07 00:45:00,225.06,0.002,0.34,0.2,0.0846
node1,residential,2025-01-07 01:00:00,223.04,0.001,0.31,0.13,0.0763
node1,residential,2025-01-07 01:15:00,219.5,0.001,0.26,0.11,0.0656
node1,residential,2025-01-07 01:30:00,225.96,0.002,0.35,0.18,0.0878
node1,residential,2025-01-07 01:45:00,238.86,0.002,0.45,0.21,0.112
node1,residential,2025-01-07 02:00:00,228.3,0.002,0.38,0.22,0.094
node1,residential,2025-01-07 02:15:00,224.23,0.002,0.41,0.24,0.103
node1,residential,2025-01-07 02:30:00,228.94,0.001,0.25,0.11,0.0624
node1,residential,2025-01-07 02:45:00,229.06,0.001,0.2,0.07,0.0504
node1,residential,2025-01-07 03:00:00,226.52,0.002,0.47,0.2,0.1185
node1,residential,2025-01-07 03:15:00,239.67,0.002,0.45,0.23,0.1136
node1,residential,2025-01-07 03:30:00,231.33,0.002,0.45,0.24,0.1129
node1,residential,2025-01-07 03:45:00,236.81,0.002,0.48,0.2,0.1206
node1,residential,2025-01-07 04:00:00,219.36,0.001,0.31,0.14,0.0781
node1,residential,2025-01-07 04:15:00,230.9,0.002,0.42,0.2,0.1042
node1,residential,2025-01-07 04:30:00,224.71,0.002,0.47,0.2,0.1183
node1,residential,2025-01-07 04:45:00,222.51,0.001,0.21,0.12,0.0513
node1,residential,2025-01-07 05:00:00,237.53,0.001,0.3,0.12,0.0757
node1,residential,2025-01-07 05:15:00,228.08,0.002,0.37,0.19,0.092
node1,residential,2025-01-07 05:30:00,229.72,0.002,0.48,0.22,0.1212
node1,residential,2025-01-07 05:45:00,235.58,0.001,0.24,0.07,0.0597
node1,residential,2025-01-07 06:00:00,223.14,0.005,1.18,0.57,0.2953
node1,residential,2025-01-07 06:15:00,228.59,0.004,0.8,0.41,0.2004
node1,residential,2025-01-07 06:30:00,239.04,0.004,1.01,0.5,0.2531
node1,residential,2025-01-07 06:45:00,236.23,0.004,0.83,0.4,0.2085
node1,residential,2025-01-07 07:00:00,222.69,0.004,0.96,0.42,0.239
node1,residential,2025-01-07 07:15:00,223.06,0.004,0.91,0.44,0.2279
node1,residential,2025-01-07 07:30:00,223.8,0.004,0.92,0.43,0.2291
node1,residential,2025-01-07 07:45:00,220.09,0.005,1.13,0.51,0.2832
node1,residential,2025-01-07 08:00:00,240.8,0.004,0.92,0.45,0.2297
node1,residential,2025-01-07 08:15:00,220.29,0.005,1.08,0.53,0.2708
node1,residential,2025-01-07 08:30:00,239.89,0.003,0.81,0.41,0.2032
node1,residential,2025-01-07 08:45:00,221.81,0.005,1.17,0.55,0.2927
node1,residential,2025-01-07 09:00:00,234.68,0.002,0.47,0.23,0.1179
node1,residential,2025-01-07 09:15:00,227.87,0.001,0.21,0.13,0.0522
node1,residential,2025-01-07 09:30:00,234.71,0.002,0.45,0.24,0.1134
node1,residential,2025-01-07 09:45:00,238.3,0.001,0.22,0.12,0.056
node1,residential,2025-01-07 10:00:00,241.17,0.002,0.46,0.22,0.1138
node1,residential,2025-01-07 10:15:00,226.71,0.002,0.46,0.24,0.1154
node1,residential,2025-01-07 10:30:00,224.64,0.002,0.42,0.24,0.106
node1,residential,2025-01-07 10:45:00,240.6,0.001,0.34,0.16,0.0841
node1,residential,2025-01-07 11:00:00,219.52,0.002,0.45,0.25,0.112
node1,residential,2025-01-07 11:15:00,234.52,0.001,0.24,0.1,0.0609
node1,residential,2025-01-07 11:30:00,240.68,0.002,0.36,0.16,0.0909
node1,residential,2025-01-07 11:45:00,227.91,0.002,0.4,0.18,0.099
node1,residential,2025-01-07 12:00:00,224.87,0.001,0.25,0.11,0.0616
node1,residential,2025-01-07 12:15:00,220.1,0.001,0.3,0.17,0.0759
node1,residential,2025-01-07 12:30:00,234.13,0.001,0.29,0.14,0.0737
node1,residential,2025-01-07 12:45:00,235.7,0.002,0.38,0.18,0.0955
node1,residential,2025-01-07 13:00:00,225.19,0.002,0.39,0.2,0.0984
node1,residential,2025-01-07 13:15:00,235.99,0.002,0.4,0.19,0.0988
node1,residential,2025-01-07 13:30:00,222.38,0.001,0.29,0.12,0.0721
node1,residential,2025-01-07 13:45:00,232.95,0.002,0.38,0.18,0.0949
node1,residential,2025-01-07 14:00:00,240.79,0.001,0.28,0.15,0.0691
node1,residential,2025-01-07 14:15:00,219.39,0.002,0.34,0.14,0.0857
node1,residential,2025-01-07 14:30:00,233.73,0.001,0.28,0.13,0.0698
node1,residential,2025-01-07 14:45:00,236.32,0.001,0.23,0.11,0.0585
node1,residential,2025-01-07 15:00:00,221.65,0.001,0.33,0.15,0.0828
node1,residential,2025-01-07 15:15:00,231.41,0.001,0.34,0.19,0.0859
node1,residential,2025-01-07 15:30:00,233.67,0.002,0.46,0.18,0.1151
node1,residential,2025-01-07 15:45:00,239.16,0.001,0.22,0.1,0.0543
node1,residential,2025-01-07 16:00:00,222.36,0.002,0.5,0.23,0.1243
node1,residential,2025-01-07 16:15:00,231.94,0.001,0.3,0.11,0.074
node1,residential,2025-01-07 16:30:00,221.63,0.002,0.45,0.23,0.1128
node1,residential,2025-01-07 16:45:00,237.17,0.002,0.47,0.23,0.1176
node1,residential,2025-01-07 17:00:00,224.17,0.002,0.37,0.22,0.0932
node1,residential,2025-01-07 17:15:00,223.21,0.002,0.38,0.16,0.0942
node1,residential,2025-01-07 17:30:00,231.27,0.001,0.22,0.09,0.0561
node1,residential,2025-01-07 17:45:00,220.73,0.001,0.27,0.15,0.0673
node1,residential,2025-01-07 18:00:00,227.42,0.007,1.48,0.7,0.3703
node1,residential,2025-01-07 18:15:00,240.51,0.005,1.15,0.55,0.2878
node1,residential,2025-01-07 18:30:00,221.6,0.006,1.22,0.61,0.306
node1,residential,2025-01-07 18:45:00,232.39,0.004,1.04,0.48,0.2595
node1,residential,2025-01-07 19:00:00,230.47,0.004,0.99,0.48,0.2487
node1,residential,2025-01-07 19:15:00,228.73,0.005,1.22,0.6,0.3055
node1,residential,2025-01-07 19:30:00,234.32,0.006,1.49,0.69,0.3717
node1,residential,2025-01-07 19:45:00,223.81,0.006,1.25,0.6,0.3136
node1,residential,2025-01-07 20:00:00,219.95,0.006,1.37,0.66,0.3427
node1,residential,2025-01-07 20:15:00,235.34,0.006,1.3,0.62,0.3242
node1,residential,2025-01-07 20:30:00,230.64,0.005,1.22,0.61,0.3045
node1,residential,2025-01-07 20:45:00,229.04,0.005,1.22,0.58,0.3061
node1,residential,2025-01-07 21:00:00,240.92,0.006,1.36,0.67,0.3412
node1,residential,2025-01-07 21:15:00,220.51,0.005,1.11,0.54,0.2786
node1,residential,2025-01-07 21:30:00,233.53,0.005,1.21,0.57,0.3029
node1,residential,2025-01-07 21:45:00,233.03,0.004,0.99,0.46,0.2465
node1,residential,2025-01-07 22:00:00,219.62,0.002,0.37,0.18,0.0931
